email,item_name,details
lopezcaroline@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
ggriffin@vazquez.org,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
howardalexis61@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
ashleyriley@anthony.biz,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
adamsandrea@martinez-lopez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
qhurst@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
qhurst@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
smitheric@taylor-roberts.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
yrobbins@bryant.org,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
grahamkelsey@sanchez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hparker@harris.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
sheilasandoval@hudson.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
michael93@hensley.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hollyfowler@hayes.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hollyfowler@hayes.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tyler49@davis-white.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tyler49@davis-white.biz,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
walkerherbert@smith.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
vduke@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
vduke@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
reginasantana@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
reginasantana@hotmail.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
tarellano@reynolds.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
joshuasims@harris.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
haleyangie@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
haleyangie@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
savannahclarke@brooks.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
masonsteven@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mcintoshjoseph@castillo.info,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
richardsonmichele@livingston-martin.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kmullen27@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tylervance@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tylervance@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
lopezdawn@morales.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
lopezdawn@morales.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
crystal74@bailey.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
william8129@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
jasminebaker@collins.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
kerry59@thompson-manning.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
sandra8389@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
jamesfitzgerald76@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
hdougherty@barker.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
dunncassandra@good.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
butlergregory@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
toni06@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ihorn@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
nguyenmegan@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
michael12@miller-garcia.net,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
jasoncarr@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
flowersrhonda@paul.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
flowersrhonda@paul.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
ramosfrank@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
martinlauren@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
aaron84@turner-hood.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
michelle39@byrd.info,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
riddledesiree@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
brittanygilbert@silva.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
shawmichael13@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
sromero39@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
teresapeterson@brown-chambers.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
teresapeterson@brown-chambers.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
teresapeterson@brown-chambers.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jerrymiller@wang.biz,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
scottjared@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hunderwood@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hunderwood@hotmail.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
frank48@sanchez-cohen.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
andreajones@davis.org,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
cfigueroa@thomas-hayes.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
morganmatthew@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
tfox@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
jschneider@williams.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
zpotter@taylor-chan.biz,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
pettylinda@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
pettylinda@hotmail.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
paul57@brown.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ernest49@johnson.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
crystal40@tanner-hess.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
wthompson65@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
kyle43@harvey-chambers.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
johnsondenise53@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
johnsondenise53@yahoo.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
omccullough@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
rbrown31@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
justin08@obrien-jones.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
justin08@obrien-jones.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
andrewmartin45@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
katherine43@kelley.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
scottnatasha@lane-stewart.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
kathryn94@adams-moore.info,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kathryn94@adams-moore.info,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
michellegibson2@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
elizabethkeith@lee.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
mccarthylaura@taylor.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
thomas7028@hotmail.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
taylorcampbell@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
suzannerollins@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
billymartinez@walton.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
kristen32@gmail.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
dawn45@harris.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
geoffreystevens@gmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
campbellrobert67@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tammy20@hotmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
eschneider@whitaker.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
eschneider@whitaker.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
adamking@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
ashleyadkins@gomez-ryan.info,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
garcialatasha@ruiz.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
stephaniebrooks@martinez-adams.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
stephaniebrooks@martinez-adams.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
xavier95@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
michelle6796@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
amanda51@horton.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
christophercisneros@saunders-oneill.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
gpatel@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
finleytiffany@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jill48@thompson-flores.info,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
mathewsdarryl@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
lisafreeman@owens.info,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
barbaragraves@powell.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
jordanrandy@gonzalez-lam.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
meganirwin@yu.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
zimmermanelizabeth@miller-moore.org,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
rileypaul@miller-cunningham.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
rileypaul@miller-cunningham.org,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
alexadavis@fischer.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
danny35@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
danny35@yahoo.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
justin72@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
christine95@bishop.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
heather34@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jenniferlambert@jimenez-cox.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
williamsondarren@sutton.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
corey15@combs-baker.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
cookwilliam@salinas-humphrey.biz,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
lisaoneal@moore-williams.info,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
jennaenglish@green.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
michelemcgee@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ubeasley@baxter-archer.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kyoung66@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
joshuaortiz@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
todd38@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
dlawson@castaneda-daniels.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
rowlandamanda@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
valdezdale@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
judy89@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
judy89@gmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
vhanson@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
xbaker@wyatt.biz,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
hooverdeborah@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
hooverdeborah@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
vincentchavez@levine.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
vincentchavez@levine.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
taylorsantana@ross-gomez.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
priscillachavez@silva.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
priscillachavez@silva.biz,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
steeledawn@miller.biz,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
harperbrian@foley-rodriguez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
longkaitlyn@haas.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
daniel52@hughes-edwards.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
damonbrooks@ray.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
austinmartin@reyes.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
briggsbryan@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
jon3282@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
victor96@navarro.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
boothteresa@murray-king.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
boothteresa@murray-king.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
kwilliams56@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
zscott@williams-hughes.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
yglover@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hatfieldjonathan@martin.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
markduarte@burnett-shepherd.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
cchen23@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
briantucker@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
briankent@bauer.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
thomasjasmine@barrett.org,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
anthonywilson@le.info,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
wilsonmichael77@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
wilsonmichael77@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
miguel4846@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jessica507@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
darlene23@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
moseschristopher54@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
lopezjoseph49@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
pthompson@schroeder.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
pthompson@schroeder.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
amanda33@hardy.info,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
dbradshaw@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
arnoldlaura@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
williamsamy53@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
stewartandrew@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
angela20@ruiz.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
phillipbarron@jones.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
hillzachary@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
hillzachary@yahoo.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
georgelisa@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
georgelisa@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jenniferhunt@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ylopez@mcgee.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jeffrey38@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
lorraineflores@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
lorraineflores@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
angela2244@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
travisshaw@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
travisshaw@yahoo.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
jenniferpatel@torres.biz,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
paul4278@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
sfox47@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
lmitchell74@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
beth26@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
droberts@reynolds-rodriguez.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
turneramber@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
chelseagraves@macias-nguyen.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
pcole@colon.net,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
wilsonadrian@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
andrewsrebecca@nichols.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
masonrichard@oconnor.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jcruz@humphrey.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
dukeralph@richardson-hall.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
carol44@villanueva.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
carmen99@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jennamorales@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
yolanda32@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
matthewroach@phillips.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
hhumphrey@pacheco.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
xlozano@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
holly52@alvarado-thomas.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
elizabeth49@hill.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
matthew32@norman-austin.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
npetersen@romero.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
huntmichelle@taylor.biz,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
nicholejames@evans.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
iwolf@erickson.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
raymondayala@lewis.biz,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
xwells@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
linda54@hayes-cooke.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
bcarter@browning-hernandez.net,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
lisa6210@yahoo.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
thompsonbreanna@underwood.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
thompsonbreanna@underwood.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
gregorymoran@sanders.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
heatheredwards@gmail.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
vargasjacqueline@roman.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
rushmichelle@hotmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
williamcantu@taylor.biz,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
kelleybridget@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
cmitchell@kelly.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
reynoldslori@nelson.info,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
sararivas@mayo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
sarahbrown@haynes.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
kyle50@pugh.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
cgeorge@cain-cherry.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
rogersdanielle@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
vanessa50@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
jschneider@sherman.org,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
stephanie8049@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
guzmancaroline@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mariah57@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jaymitchell@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mathiswillie@holmes.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
hcarlson@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
madams29@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
vheath@thompson.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mark3077@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
brandon87@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
justintorres@thomas.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
justintorres@thomas.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
awilliams@leon.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
awilliams@leon.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
schmidtkelly@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
charlesdavid@mueller-aguilar.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
ashleybarron@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hutchinsonanthony@mack.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
halvarez@stout-snyder.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
usmith87@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
dawnjohnson@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
jasminegarcia@gregory.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kenneth3761@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
lisa66@martinez-smith.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
lisa66@martinez-smith.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
jschroeder@edwards-kelly.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
martinadam@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
garciaamanda56@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
mccallapril@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
sanchezjames35@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jdorsey@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
mallorymoody@jones-vasquez.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
fwilliams30@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
hlewis56@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
lori27@maldonado.info,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
bsantiago@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
lgutierrez@wiggins-williams.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
angela395@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
angela395@gmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
darinreed@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
shawsusan@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
shepardvanessa@gallagher.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
tonyahanson@washington.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
elizabethreynolds49@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hughescharles@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
crystal12@barker-thornton.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
michaelmiller@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
eholmes@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
anneblackburn@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
davidsalazar@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
yatesnancy@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
